UF;Município;Faixa etária;Gênero;Grau de instrução;Comparecimento;% comparecimento;Abstenção;Eleitorado apto;Data de carga
AM;SANTA ISABEL DO RIO NEGRO;60 a 64 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;13;0,7647;4;17;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;60 a 64 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;45;0,8333;9;54;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;60 a 64 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;12;0,8571;2;14;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;60 a 64 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;3;0,6;2;5;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;60 a 64 anos                  ;MASCULINO;LÊ E ESCREVE;35;0,7778;10;45;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;60 a 64 anos                  ;MASCULINO;SUPERIOR COMPLETO;19;1;0;19;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;60 a 64 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;65 a 69 anos                  ;FEMININO;ANALFABETO;12;0,1846;53;65;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;65 a 69 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;3;0,6;2;5;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;65 a 69 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;30;0,75;10;40;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;65 a 69 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;0,5;1;2;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;65 a 69 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;65 a 69 anos                  ;FEMININO;LÊ E ESCREVE;13;0,52;12;25;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;65 a 69 anos                  ;FEMININO;SUPERIOR COMPLETO;7;1;0;7;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;65 a 69 anos                  ;MASCULINO;ANALFABETO;9;0,1452;53;62;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;65 a 69 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;4;0,6667;2;6;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;65 a 69 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;15;0,6522;8;23;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;65 a 69 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;8;0,7273;3;11;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;65 a 69 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;2;0,6667;1;3;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;65 a 69 anos                  ;MASCULINO;LÊ E ESCREVE;22;0,5789;16;38;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;65 a 69 anos                  ;MASCULINO;SUPERIOR COMPLETO;10;1;0;10;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;70 a 74 anos                  ;FEMININO;ANALFABETO;14;0,1591;74;88;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;70 a 74 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;70 a 74 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;21;0,6774;10;31;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;70 a 74 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;70 a 74 anos                  ;FEMININO;LÊ E ESCREVE;9;0,5;9;18;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;70 a 74 anos                  ;FEMININO;SUPERIOR COMPLETO;1;0,5;1;2;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;70 a 74 anos                  ;MASCULINO;ANALFABETO;8;0,1404;49;57;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;70 a 74 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;70 a 74 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;17;0,5862;12;29;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;70 a 74 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;4;1;0;4;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;70 a 74 anos                  ;MASCULINO;LÊ E ESCREVE;27;0,7297;10;37;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;70 a 74 anos                  ;MASCULINO;SUPERIOR COMPLETO;3;0,75;1;4;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;75 a 79 anos                  ;FEMININO;ANALFABETO;5;0,049;97;102;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;75 a 79 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;75 a 79 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;7;0,5;7;14;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;75 a 79 anos                  ;FEMININO;LÊ E ESCREVE;12;0,5;12;24;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;75 a 79 anos                  ;FEMININO;SUPERIOR COMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;75 a 79 anos                  ;MASCULINO;ANALFABETO;6;0,0909;60;66;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;75 a 79 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;2;0,6667;1;3;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;75 a 79 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;7;0,5;7;14;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;75 a 79 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;0;0;3;3;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;75 a 79 anos                  ;MASCULINO;LÊ E ESCREVE;19;0,5429;16;35;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;80 a 84 anos                  ;FEMININO;ANALFABETO;3;0,0411;70;73;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;80 a 84 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;0;0;8;8;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;80 a 84 anos                  ;FEMININO;LÊ E ESCREVE;1;0,0476;20;21;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;80 a 84 anos                  ;MASCULINO;ANALFABETO;2;0,0253;77;79;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;80 a 84 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;0,5;1;2;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;80 a 84 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;2;0,1667;10;12;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;80 a 84 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;80 a 84 anos                  ;MASCULINO;LÊ E ESCREVE;5;0,1852;22;27;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;85 a 89 anos                  ;FEMININO;ANALFABETO;0;0;46;46;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;85 a 89 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;0;0;2;2;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;85 a 89 anos                  ;FEMININO;LÊ E ESCREVE;1;0,0526;18;19;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;85 a 89 anos                  ;FEMININO;SUPERIOR COMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;85 a 89 anos                  ;MASCULINO;ANALFABETO;0;0;33;33;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;85 a 89 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;0,3333;2;3;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;85 a 89 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;85 a 89 anos                  ;MASCULINO;LÊ E ESCREVE;1;0,0714;13;14;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;90 a 94 anos                  ;FEMININO;ANALFABETO;0;0;42;42;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;90 a 94 anos                  ;FEMININO;LÊ E ESCREVE;0;0;5;5;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;90 a 94 anos                  ;FEMININO;SUPERIOR COMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;90 a 94 anos                  ;MASCULINO;ANALFABETO;1;0,0323;30;31;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;90 a 94 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;0;0;6;6;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;90 a 94 anos                  ;MASCULINO;LÊ E ESCREVE;0;0;20;20;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;95 a 99 anos                  ;FEMININO;ANALFABETO;0;0;18;18;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;95 a 99 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;95 a 99 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;95 a 99 anos                  ;FEMININO;LÊ E ESCREVE;0;0;2;2;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;95 a 99 anos                  ;MASCULINO;ANALFABETO;0;0;20;20;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;95 a 99 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;0;0;3;3;2025-04-29 22:31:40
AM;SANTA ISABEL DO RIO NEGRO;95 a 99 anos                  ;MASCULINO;LÊ E ESCREVE;0;0;8;8;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;100 anos ou mais              ;FEMININO;ANALFABETO;3;0,1875;13;16;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;100 anos ou mais              ;FEMININO;LÊ E ESCREVE;0;0;3;3;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;100 anos ou mais              ;MASCULINO;ANALFABETO;5;0,1563;27;32;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;100 anos ou mais              ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;0;0;3;3;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;100 anos ou mais              ;MASCULINO;LÊ E ESCREVE;1;0,0714;13;14;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;100 anos ou mais              ;MASCULINO;NÃO INFORMADO;0;0;1;1;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;16 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;0,5;1;2;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;16 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;17;0,8095;4;21;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;16 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;90;0,9091;9;99;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;16 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;2;1;0;2;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;16 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;29;0,8056;7;36;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;16 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;2;1;0;2;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;16 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;73;0,8902;9;82;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;17 anos                       ;FEMININO;ANALFABETO;1;1;0;1;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;17 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;3;1;0;3;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;17 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;31;0,8378;6;37;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;17 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;17;1;0;17;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;17 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;134;0,9371;9;143;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;17 anos                       ;MASCULINO;ANALFABETO;1;1;0;1;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;17 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;2;1;0;2;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;17 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;25;0,8065;6;31;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;17 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;12;1;0;12;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;17 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;94;0,8545;16;110;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;17 anos                       ;MASCULINO;LÊ E ESCREVE;1;1;0;1;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;18 anos                       ;FEMININO;ANALFABETO;1;1;0;1;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;18 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;2;1;0;2;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;18 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;46;0,7931;12;58;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;18 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;17;0,7083;7;24;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;18 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;119;0,8095;28;147;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;18 anos                       ;MASCULINO;ANALFABETO;2;1;0;2;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;18 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;2;0,6667;1;3;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;18 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;50;0,8475;9;59;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;18 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;18;0,8571;3;21;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;18 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;107;0,8045;26;133;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;18 anos                       ;MASCULINO;LÊ E ESCREVE;2;1;0;2;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;18 anos                       ;MASCULINO;SUPERIOR INCOMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;19 anos                       ;FEMININO;ANALFABETO;2;1;0;2;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;19 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;3;1;0;3;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;19 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;39;0,8298;8;47;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;19 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;25;0,7813;7;32;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;19 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;114;0,8571;19;133;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;19 anos                       ;FEMININO;SUPERIOR INCOMPLETO;2;1;0;2;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;19 anos                       ;MASCULINO;ANALFABETO;1;0,5;1;2;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;19 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;3;0,6;2;5;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;19 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;50;0,7937;13;63;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;19 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;23;0,7188;9;32;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;19 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;87;0,7909;23;110;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;20 anos                       ;FEMININO;ANALFABETO;3;0,75;1;4;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;20 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;7;0,875;1;8;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;20 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;67;0,8701;10;77;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;20 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;34;0,7907;9;43;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;20 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;112;0,7724;33;145;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;20 anos                       ;FEMININO;LÊ E ESCREVE;1;1;0;1;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;20 anos                       ;FEMININO;SUPERIOR COMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;20 anos                       ;FEMININO;SUPERIOR INCOMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;20 anos                       ;MASCULINO;ANALFABETO;6;0,8571;1;7;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;20 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;8;0,8;2;10;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;20 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;42;0,8077;10;52;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;20 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;35;0,6604;18;53;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;20 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;111;0,7817;31;142;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;20 anos                       ;MASCULINO;LÊ E ESCREVE;0;0;1;1;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;21 a 24 anos                  ;FEMININO;ANALFABETO;7;0,6364;4;11;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;21 a 24 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;57;0,76;18;75;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;21 a 24 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;243;0,8408;46;289;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;21 a 24 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;222;0,79;59;281;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;21 a 24 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;321;0,7926;84;405;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;21 a 24 anos                  ;FEMININO;LÊ E ESCREVE;7;1;0;7;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;21 a 24 anos                  ;FEMININO;SUPERIOR INCOMPLETO;12;0,7059;5;17;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;21 a 24 anos                  ;MASCULINO;ANALFABETO;11;0,7333;4;15;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;21 a 24 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;43;0,7818;12;55;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;21 a 24 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;181;0,7016;77;258;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;21 a 24 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;175;0,7028;74;249;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;21 a 24 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;280;0,733;102;382;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;21 a 24 anos                  ;MASCULINO;LÊ E ESCREVE;3;0,6;2;5;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;21 a 24 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;7;0,5385;6;13;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;25 a 29 anos                  ;FEMININO;ANALFABETO;20;0,7692;6;26;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;25 a 29 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;47;0,8103;11;58;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;25 a 29 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;240;0,8362;47;287;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;25 a 29 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;397;0,8411;75;472;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;25 a 29 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;146;0,7935;38;184;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;25 a 29 anos                  ;FEMININO;LÊ E ESCREVE;21;0,75;7;28;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;25 a 29 anos                  ;FEMININO;SUPERIOR COMPLETO;17;0,7083;7;24;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;25 a 29 anos                  ;FEMININO;SUPERIOR INCOMPLETO;24;0,75;8;32;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;25 a 29 anos                  ;MASCULINO;ANALFABETO;23;0,7667;7;30;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;25 a 29 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;46;0,7077;19;65;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;25 a 29 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;217;0,7;93;310;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;25 a 29 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;376;0,8228;81;457;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;25 a 29 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;160;0,7656;49;209;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;25 a 29 anos                  ;MASCULINO;LÊ E ESCREVE;12;0,7059;5;17;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;25 a 29 anos                  ;MASCULINO;SUPERIOR COMPLETO;19;0,8636;3;22;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;25 a 29 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;23;0,7188;9;32;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;30 a 34 anos                  ;FEMININO;ANALFABETO;38;0,8636;6;44;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;30 a 34 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;19;0,8261;4;23;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;30 a 34 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;239;0,8445;44;283;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;30 a 34 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;322;0,8871;41;363;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;30 a 34 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;94;0,9038;10;104;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;30 a 34 anos                  ;FEMININO;LÊ E ESCREVE;50;0,9091;5;55;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;30 a 34 anos                  ;FEMININO;SUPERIOR COMPLETO;41;0,9111;4;45;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;30 a 34 anos                  ;FEMININO;SUPERIOR INCOMPLETO;20;0,7692;6;26;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;30 a 34 anos                  ;MASCULINO;ANALFABETO;17;0,5484;14;31;2025-04-29 22:31:40
AM;SANTO ANTÔNIO DO IÇÁ;30 a 34 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;33;0,8049;8;41;2025-04-29 22:31:40
