UF;Município;Faixa etária;Gênero;Grau de instrução;Comparecimento;% comparecimento;Abstenção;Eleitorado apto;Data de carga
AM;BORBA;18 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;17;0,7391;6;23;2025-04-29 22:31:40
AM;BORBA;18 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;109;0,8074;26;135;2025-04-29 22:31:40
AM;BORBA;19 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;6;0,6667;3;9;2025-04-29 22:31:40
AM;BORBA;19 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;42;0,7368;15;57;2025-04-29 22:31:40
AM;BORBA;19 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;30;0,9091;3;33;2025-04-29 22:31:40
AM;BORBA;19 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;161;0,801;40;201;2025-04-29 22:31:40
AM;BORBA;19 anos                       ;FEMININO;SUPERIOR INCOMPLETO;2;0,6667;1;3;2025-04-29 22:31:40
AM;BORBA;19 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;3;0,5;3;6;2025-04-29 22:31:40
AM;BORBA;19 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;46;0,6479;25;71;2025-04-29 22:31:40
AM;BORBA;19 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;30;0,8824;4;34;2025-04-29 22:31:40
AM;BORBA;19 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;140;0,7407;49;189;2025-04-29 22:31:40
AM;BORBA;19 anos                       ;MASCULINO;SUPERIOR INCOMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;BORBA;20 anos                       ;FEMININO;ANALFABETO;2;0,6667;1;3;2025-04-29 22:31:40
AM;BORBA;20 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;6;1;0;6;2025-04-29 22:31:40
AM;BORBA;20 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;34;0,7083;14;48;2025-04-29 22:31:40
AM;BORBA;20 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;69;0,7931;18;87;2025-04-29 22:31:40
AM;BORBA;20 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;129;0,8113;30;159;2025-04-29 22:31:40
AM;BORBA;20 anos                       ;FEMININO;SUPERIOR COMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;BORBA;20 anos                       ;FEMININO;SUPERIOR INCOMPLETO;1;0,3333;2;3;2025-04-29 22:31:40
AM;BORBA;20 anos                       ;MASCULINO;ANALFABETO;2;1;0;2;2025-04-29 22:31:40
AM;BORBA;20 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;3;0,75;1;4;2025-04-29 22:31:40
AM;BORBA;20 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;38;0,6552;20;58;2025-04-29 22:31:40
AM;BORBA;20 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;53;0,6883;24;77;2025-04-29 22:31:40
AM;BORBA;20 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;109;0,7219;42;151;2025-04-29 22:31:40
AM;BORBA;20 anos                       ;MASCULINO;LÊ E ESCREVE;1;1;0;1;2025-04-29 22:31:40
AM;BORBA;20 anos                       ;MASCULINO;SUPERIOR INCOMPLETO;6;0,75;2;8;2025-04-29 22:31:40
AM;BORBA;21 a 24 anos                  ;FEMININO;ANALFABETO;5;0,4545;6;11;2025-04-29 22:31:40
AM;BORBA;21 a 24 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;28;0,8485;5;33;2025-04-29 22:31:40
AM;BORBA;21 a 24 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;144;0,7385;51;195;2025-04-29 22:31:40
AM;BORBA;21 a 24 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;427;0,8011;106;533;2025-04-29 22:31:40
AM;BORBA;21 a 24 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;298;0,7525;98;396;2025-04-29 22:31:40
AM;BORBA;21 a 24 anos                  ;FEMININO;LÊ E ESCREVE;2;1;0;2;2025-04-29 22:31:40
AM;BORBA;21 a 24 anos                  ;FEMININO;SUPERIOR COMPLETO;5;1;0;5;2025-04-29 22:31:40
AM;BORBA;21 a 24 anos                  ;FEMININO;SUPERIOR INCOMPLETO;39;0,619;24;63;2025-04-29 22:31:40
AM;BORBA;21 a 24 anos                  ;MASCULINO;ANALFABETO;3;0,4286;4;7;2025-04-29 22:31:40
AM;BORBA;21 a 24 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;15;0,6818;7;22;2025-04-29 22:31:40
AM;BORBA;21 a 24 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;110;0,6832;51;161;2025-04-29 22:31:40
AM;BORBA;21 a 24 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;357;0,7376;127;484;2025-04-29 22:31:40
AM;BORBA;21 a 24 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;274;0,7117;111;385;2025-04-29 22:31:40
AM;BORBA;21 a 24 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;BORBA;21 a 24 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;35;0,7292;13;48;2025-04-29 22:31:40
AM;BORBA;25 a 29 anos                  ;FEMININO;ANALFABETO;7;0,7;3;10;2025-04-29 22:31:40
AM;BORBA;25 a 29 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;33;0,8462;6;39;2025-04-29 22:31:40
AM;BORBA;25 a 29 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;277;0,8293;57;334;2025-04-29 22:31:40
AM;BORBA;25 a 29 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;593;0,8123;137;730;2025-04-29 22:31:40
AM;BORBA;25 a 29 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;172;0,7577;55;227;2025-04-29 22:31:40
AM;BORBA;25 a 29 anos                  ;FEMININO;LÊ E ESCREVE;6;0,6667;3;9;2025-04-29 22:31:40
AM;BORBA;25 a 29 anos                  ;FEMININO;SUPERIOR COMPLETO;47;0,7121;19;66;2025-04-29 22:31:40
AM;BORBA;25 a 29 anos                  ;FEMININO;SUPERIOR INCOMPLETO;49;0,7206;19;68;2025-04-29 22:31:40
AM;BORBA;25 a 29 anos                  ;MASCULINO;ANALFABETO;10;0,5882;7;17;2025-04-29 22:31:40
AM;BORBA;25 a 29 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;41;0,7736;12;53;2025-04-29 22:31:40
AM;BORBA;25 a 29 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;197;0,7548;64;261;2025-04-29 22:31:40
AM;BORBA;25 a 29 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;550;0,7902;146;696;2025-04-29 22:31:40
AM;BORBA;25 a 29 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;183;0,7625;57;240;2025-04-29 22:31:40
AM;BORBA;25 a 29 anos                  ;MASCULINO;LÊ E ESCREVE;3;0,75;1;4;2025-04-29 22:31:40
AM;BORBA;25 a 29 anos                  ;MASCULINO;SUPERIOR COMPLETO;28;0,7568;9;37;2025-04-29 22:31:40
AM;BORBA;25 a 29 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;55;0,7746;16;71;2025-04-29 22:31:40
AM;BORBA;30 a 34 anos                  ;FEMININO;ANALFABETO;14;0,6667;7;21;2025-04-29 22:31:40
AM;BORBA;30 a 34 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;29;0,8529;5;34;2025-04-29 22:31:40
AM;BORBA;30 a 34 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;302;0,8343;60;362;2025-04-29 22:31:40
AM;BORBA;30 a 34 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;450;0,8654;70;520;2025-04-29 22:31:40
AM;BORBA;30 a 34 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;104;0,8387;20;124;2025-04-29 22:31:40
AM;BORBA;30 a 34 anos                  ;FEMININO;LÊ E ESCREVE;35;0,9459;2;37;2025-04-29 22:31:40
AM;BORBA;30 a 34 anos                  ;FEMININO;SUPERIOR COMPLETO;62;0,747;21;83;2025-04-29 22:31:40
AM;BORBA;30 a 34 anos                  ;FEMININO;SUPERIOR INCOMPLETO;38;0,8261;8;46;2025-04-29 22:31:40
AM;BORBA;30 a 34 anos                  ;MASCULINO;ANALFABETO;25;0,7353;9;34;2025-04-29 22:31:40
AM;BORBA;30 a 34 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;34;0,9189;3;37;2025-04-29 22:31:40
AM;BORBA;30 a 34 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;284;0,8184;63;347;2025-04-29 22:31:40
AM;BORBA;30 a 34 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;425;0,8416;80;505;2025-04-29 22:31:40
AM;BORBA;30 a 34 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;84;0,8155;19;103;2025-04-29 22:31:40
AM;BORBA;30 a 34 anos                  ;MASCULINO;LÊ E ESCREVE;23;0,8214;5;28;2025-04-29 22:31:40
AM;BORBA;30 a 34 anos                  ;MASCULINO;SUPERIOR COMPLETO;52;0,8387;10;62;2025-04-29 22:31:40
AM;BORBA;30 a 34 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;30;0,8333;6;36;2025-04-29 22:31:40
AM;BORBA;35 a 39 anos                  ;FEMININO;ANALFABETO;30;0,7895;8;38;2025-04-29 22:31:40
AM;BORBA;35 a 39 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;21;0,75;7;28;2025-04-29 22:31:40
AM;BORBA;35 a 39 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;288;0,8471;52;340;2025-04-29 22:31:40
AM;BORBA;35 a 39 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;409;0,8611;66;475;2025-04-29 22:31:40
AM;BORBA;35 a 39 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;76;0,8444;14;90;2025-04-29 22:31:40
AM;BORBA;35 a 39 anos                  ;FEMININO;LÊ E ESCREVE;62;0,8857;8;70;2025-04-29 22:31:40
AM;BORBA;35 a 39 anos                  ;FEMININO;SUPERIOR COMPLETO;86;0,8515;15;101;2025-04-29 22:31:40
AM;BORBA;35 a 39 anos                  ;FEMININO;SUPERIOR INCOMPLETO;20;0,7692;6;26;2025-04-29 22:31:40
AM;BORBA;35 a 39 anos                  ;MASCULINO;ANALFABETO;23;0,697;10;33;2025-04-29 22:31:40
AM;BORBA;35 a 39 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;29;0,8788;4;33;2025-04-29 22:31:40
AM;BORBA;35 a 39 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;311;0,8015;77;388;2025-04-29 22:31:40
AM;BORBA;35 a 39 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;324;0,8438;60;384;2025-04-29 22:31:40
AM;BORBA;35 a 39 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;91;0,8585;15;106;2025-04-29 22:31:40
AM;BORBA;35 a 39 anos                  ;MASCULINO;LÊ E ESCREVE;79;0,8876;10;89;2025-04-29 22:31:40
AM;BORBA;35 a 39 anos                  ;MASCULINO;SUPERIOR COMPLETO;74;0,9024;8;82;2025-04-29 22:31:40
AM;BORBA;35 a 39 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;24;0,8;6;30;2025-04-29 22:31:40
AM;BORBA;40 a 44 anos                  ;FEMININO;ANALFABETO;45;0,7377;16;61;2025-04-29 22:31:40
AM;BORBA;40 a 44 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;15;0,8333;3;18;2025-04-29 22:31:40
AM;BORBA;40 a 44 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;276;0,9049;29;305;2025-04-29 22:31:40
AM;BORBA;40 a 44 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;274;0,8536;47;321;2025-04-29 22:31:40
AM;BORBA;40 a 44 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;40;0,8163;9;49;2025-04-29 22:31:40
AM;BORBA;40 a 44 anos                  ;FEMININO;LÊ E ESCREVE;89;0,89;11;100;2025-04-29 22:31:40
AM;BORBA;40 a 44 anos                  ;FEMININO;SUPERIOR COMPLETO;133;0,9048;14;147;2025-04-29 22:31:40
AM;BORBA;40 a 44 anos                  ;FEMININO;SUPERIOR INCOMPLETO;19;0,8636;3;22;2025-04-29 22:31:40
AM;BORBA;40 a 44 anos                  ;MASCULINO;ANALFABETO;41;0,7736;12;53;2025-04-29 22:31:40
AM;BORBA;40 a 44 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;27;0,8438;5;32;2025-04-29 22:31:40
AM;BORBA;40 a 44 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;336;0,8485;60;396;2025-04-29 22:31:40
AM;BORBA;40 a 44 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;242;0,8432;45;287;2025-04-29 22:31:40
AM;BORBA;40 a 44 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;68;0,8608;11;79;2025-04-29 22:31:40
AM;BORBA;40 a 44 anos                  ;MASCULINO;LÊ E ESCREVE;98;0,9245;8;106;2025-04-29 22:31:40
AM;BORBA;40 a 44 anos                  ;MASCULINO;SUPERIOR COMPLETO;75;0,8929;9;84;2025-04-29 22:31:40
AM;BORBA;40 a 44 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;20;0,9091;2;22;2025-04-29 22:31:40
AM;BORBA;45 a 49 anos                  ;FEMININO;ANALFABETO;46;0,6866;21;67;2025-04-29 22:31:40
AM;BORBA;45 a 49 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;19;1;0;19;2025-04-29 22:31:40
AM;BORBA;45 a 49 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;208;0,8667;32;240;2025-04-29 22:31:40
AM;BORBA;45 a 49 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;162;0,8526;28;190;2025-04-29 22:31:40
AM;BORBA;45 a 49 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;28;0,8235;6;34;2025-04-29 22:31:40
AM;BORBA;45 a 49 anos                  ;FEMININO;LÊ E ESCREVE;92;0,9109;9;101;2025-04-29 22:31:40
AM;BORBA;45 a 49 anos                  ;FEMININO;SUPERIOR COMPLETO;94;0,9126;9;103;2025-04-29 22:31:40
AM;BORBA;45 a 49 anos                  ;FEMININO;SUPERIOR INCOMPLETO;6;0,75;2;8;2025-04-29 22:31:40
AM;BORBA;45 a 49 anos                  ;MASCULINO;ANALFABETO;50;0,7937;13;63;2025-04-29 22:31:40
AM;BORBA;45 a 49 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;22;0,7586;7;29;2025-04-29 22:31:40
AM;BORBA;45 a 49 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;277;0,8318;56;333;2025-04-29 22:31:40
AM;BORBA;45 a 49 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;147;0,8497;26;173;2025-04-29 22:31:40
AM;BORBA;45 a 49 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;30;0,75;10;40;2025-04-29 22:31:40
AM;BORBA;45 a 49 anos                  ;MASCULINO;LÊ E ESCREVE;89;0,8558;15;104;2025-04-29 22:31:40
AM;BORBA;45 a 49 anos                  ;MASCULINO;SUPERIOR COMPLETO;78;0,9176;7;85;2025-04-29 22:31:40
AM;BORBA;45 a 49 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;11;0,8462;2;13;2025-04-29 22:31:40
AM;BORBA;50 a 54 anos                  ;FEMININO;ANALFABETO;55;0,8333;11;66;2025-04-29 22:31:40
AM;BORBA;50 a 54 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;16;0,8421;3;19;2025-04-29 22:31:40
AM;BORBA;50 a 54 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;155;0,8611;25;180;2025-04-29 22:31:40
AM;BORBA;50 a 54 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;108;0,8504;19;127;2025-04-29 22:31:40
AM;BORBA;50 a 54 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;17;0,7727;5;22;2025-04-29 22:31:40
AM;BORBA;50 a 54 anos                  ;FEMININO;LÊ E ESCREVE;86;0,8431;16;102;2025-04-29 22:31:40
AM;BORBA;50 a 54 anos                  ;FEMININO;SUPERIOR COMPLETO;78;0,907;8;86;2025-04-29 22:31:40
AM;BORBA;50 a 54 anos                  ;FEMININO;SUPERIOR INCOMPLETO;8;0,8;2;10;2025-04-29 22:31:40
AM;BORBA;50 a 54 anos                  ;MASCULINO;ANALFABETO;44;0,8;11;55;2025-04-29 22:31:40
AM;BORBA;50 a 54 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;20;0,9091;2;22;2025-04-29 22:31:40
AM;BORBA;50 a 54 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;219;0,869;33;252;2025-04-29 22:31:40
AM;BORBA;50 a 54 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;107;0,8917;13;120;2025-04-29 22:31:40
AM;BORBA;50 a 54 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;23;0,7931;6;29;2025-04-29 22:31:40
AM;BORBA;50 a 54 anos                  ;MASCULINO;LÊ E ESCREVE;115;0,8846;15;130;2025-04-29 22:31:40
AM;BORBA;50 a 54 anos                  ;MASCULINO;SUPERIOR COMPLETO;42;0,913;4;46;2025-04-29 22:31:40
AM;BORBA;50 a 54 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;5;0,8333;1;6;2025-04-29 22:31:40
AM;BORBA;55 a 59 anos                  ;FEMININO;ANALFABETO;71;0,7802;20;91;2025-04-29 22:31:40
AM;BORBA;55 a 59 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;6;0,8571;1;7;2025-04-29 22:31:40
AM;BORBA;55 a 59 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;113;0,8496;20;133;2025-04-29 22:31:40
AM;BORBA;55 a 59 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;68;0,8947;8;76;2025-04-29 22:31:40
AM;BORBA;55 a 59 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;15;0,8824;2;17;2025-04-29 22:31:40
AM;BORBA;55 a 59 anos                  ;FEMININO;LÊ E ESCREVE;96;0,8348;19;115;2025-04-29 22:31:40
AM;BORBA;55 a 59 anos                  ;FEMININO;SUPERIOR COMPLETO;59;0,9516;3;62;2025-04-29 22:31:40
AM;BORBA;55 a 59 anos                  ;FEMININO;SUPERIOR INCOMPLETO;2;1;0;2;2025-04-29 22:31:40
AM;BORBA;55 a 59 anos                  ;MASCULINO;ANALFABETO;33;0,6471;18;51;2025-04-29 22:31:40
AM;BORBA;55 a 59 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;5;0,5556;4;9;2025-04-29 22:31:40
AM;BORBA;55 a 59 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;170;0,9091;17;187;2025-04-29 22:31:40
AM;BORBA;55 a 59 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;80;0,8511;14;94;2025-04-29 22:31:40
AM;BORBA;55 a 59 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;20;0,9524;1;21;2025-04-29 22:31:40
AM;BORBA;55 a 59 anos                  ;MASCULINO;LÊ E ESCREVE;128;0,8649;20;148;2025-04-29 22:31:40
AM;BORBA;55 a 59 anos                  ;MASCULINO;SUPERIOR COMPLETO;32;0,9143;3;35;2025-04-29 22:31:40
AM;BORBA;55 a 59 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;7;0,875;1;8;2025-04-29 22:31:40
AM;BORBA;60 a 64 anos                  ;FEMININO;ANALFABETO;58;0,6444;32;90;2025-04-29 22:31:40
AM;BORBA;60 a 64 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;10;1;0;10;2025-04-29 22:31:40
AM;BORBA;60 a 64 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;96;0,8067;23;119;2025-04-29 22:31:40
AM;BORBA;60 a 64 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;39;0,907;4;43;2025-04-29 22:31:40
AM;BORBA;60 a 64 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;7;0,5833;5;12;2025-04-29 22:31:40
AM;BORBA;60 a 64 anos                  ;FEMININO;LÊ E ESCREVE;106;0,803;26;132;2025-04-29 22:31:40
AM;BORBA;60 a 64 anos                  ;FEMININO;SUPERIOR COMPLETO;25;0,8621;4;29;2025-04-29 22:31:40
AM;BORBA;60 a 64 anos                  ;FEMININO;SUPERIOR INCOMPLETO;1;0,5;1;2;2025-04-29 22:31:40
AM;BORBA;60 a 64 anos                  ;MASCULINO;ANALFABETO;55;0,679;26;81;2025-04-29 22:31:40
AM;BORBA;60 a 64 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;13;0,7647;4;17;2025-04-29 22:31:40
AM;BORBA;60 a 64 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;118;0,9008;13;131;2025-04-29 22:31:40
AM;BORBA;60 a 64 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;41;0,8913;5;46;2025-04-29 22:31:40
AM;BORBA;60 a 64 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;9;0,75;3;12;2025-04-29 22:31:40
AM;BORBA;60 a 64 anos                  ;MASCULINO;LÊ E ESCREVE;148;0,8506;26;174;2025-04-29 22:31:40
AM;BORBA;60 a 64 anos                  ;MASCULINO;SUPERIOR COMPLETO;21;0,875;3;24;2025-04-29 22:31:40
AM;BORBA;65 a 69 anos                  ;FEMININO;ANALFABETO;53;0,6235;32;85;2025-04-29 22:31:40
AM;BORBA;65 a 69 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;7;0,7;3;10;2025-04-29 22:31:40
AM;BORBA;65 a 69 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;67;0,7528;22;89;2025-04-29 22:31:40
AM;BORBA;65 a 69 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;15;0,7143;6;21;2025-04-29 22:31:40
AM;BORBA;65 a 69 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;5;0,7143;2;7;2025-04-29 22:31:40
AM;BORBA;65 a 69 anos                  ;FEMININO;LÊ E ESCREVE;81;0,7941;21;102;2025-04-29 22:31:40
AM;BORBA;65 a 69 anos                  ;FEMININO;SUPERIOR COMPLETO;16;0,8889;2;18;2025-04-29 22:31:40
AM;BORBA;65 a 69 anos                  ;MASCULINO;ANALFABETO;33;0,4342;43;76;2025-04-29 22:31:40
AM;BORBA;65 a 69 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;10;0,8333;2;12;2025-04-29 22:31:40
AM;BORBA;65 a 69 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;69;0,8415;13;82;2025-04-29 22:31:40
AM;BORBA;65 a 69 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;26;0,8966;3;29;2025-04-29 22:31:40
AM;BORBA;65 a 69 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;6;1;0;6;2025-04-29 22:31:40
AM;BORBA;65 a 69 anos                  ;MASCULINO;LÊ E ESCREVE;123;0,7736;36;159;2025-04-29 22:31:40
AM;BORBA;65 a 69 anos                  ;MASCULINO;SUPERIOR COMPLETO;14;0,875;2;16;2025-04-29 22:31:40
AM;BORBA;65 a 69 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;BORBA;70 a 74 anos                  ;FEMININO;ANALFABETO;26;0,4063;38;64;2025-04-29 22:31:40
AM;BORBA;70 a 74 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;4;0,4444;5;9;2025-04-29 22:31:40
AM;BORBA;70 a 74 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;31;0,7045;13;44;2025-04-29 22:31:40
AM;BORBA;70 a 74 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;7;0,7778;2;9;2025-04-29 22:31:40
AM;BORBA;70 a 74 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;2;0,6667;1;3;2025-04-29 22:31:40
AM;BORBA;70 a 74 anos                  ;FEMININO;LÊ E ESCREVE;52;0,6667;26;78;2025-04-29 22:31:40
AM;BORBA;70 a 74 anos                  ;FEMININO;SUPERIOR COMPLETO;14;0,7778;4;18;2025-04-29 22:31:40
AM;BORBA;70 a 74 anos                  ;FEMININO;SUPERIOR INCOMPLETO;2;0,6667;1;3;2025-04-29 22:31:40
AM;BORBA;70 a 74 anos                  ;MASCULINO;ANALFABETO;30;0,5;30;60;2025-04-29 22:31:40
AM;BORBA;70 a 74 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;10;1;0;10;2025-04-29 22:31:40
AM;BORBA;70 a 74 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;32;0,64;18;50;2025-04-29 22:31:40
AM;BORBA;70 a 74 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;11;0,6471;6;17;2025-04-29 22:31:40
AM;BORBA;70 a 74 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;BORBA;70 a 74 anos                  ;MASCULINO;LÊ E ESCREVE;75;0,6818;35;110;2025-04-29 22:31:40
AM;BORBA;70 a 74 anos                  ;MASCULINO;SUPERIOR COMPLETO;6;1;0;6;2025-04-29 22:31:40
AM;BORBA;75 a 79 anos                  ;FEMININO;ANALFABETO;14;0,1972;57;71;2025-04-29 22:31:40
AM;BORBA;75 a 79 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;BORBA;75 a 79 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;15;0,6;10;25;2025-04-29 22:31:40
AM;BORBA;75 a 79 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;9;0,9;1;10;2025-04-29 22:31:40
AM;BORBA;75 a 79 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;BORBA;75 a 79 anos                  ;FEMININO;LÊ E ESCREVE;25;0,463;29;54;2025-04-29 22:31:40
AM;BORBA;75 a 79 anos                  ;FEMININO;SUPERIOR COMPLETO;3;0,75;1;4;2025-04-29 22:31:40
AM;BORBA;75 a 79 anos                  ;MASCULINO;ANALFABETO;15;0,2727;40;55;2025-04-29 22:31:40
AM;BORBA;75 a 79 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;BORBA;75 a 79 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;16;0,8;4;20;2025-04-29 22:31:40
AM;BORBA;75 a 79 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;2;0,6667;1;3;2025-04-29 22:31:40
